"Ottoneu ID",Name,"FG ID","FG Minor ID","MLBAM ID",Birthday,"Ottoneu Positions"
21379,"Brennan Bernardino",16835,sa829409,657514,01/15/1992,RP
21419,"Trevor Hildenberger",17002,sa829460,657610,12/15/1990,RP
21424,"Patrick Weigel",17792,sa829466,622256,07/08/1994,RP
21437,"Bubby Rossman",17179,sa829484,657745,06/29/1992,RP
21462,"Spenser Watkins",17489,sa829520,657093,08/27/1992,RP
21476,"Sam Hilliard",17954,sa829542,656541,02/21/1994,OF
21514,"Tim Hill",16814,sa829603,657612,02/10/1990,RP
21517,"Locke St. John",16850,sa829610,657766,01/31/1993,RP
21551,"Josh James",16794,sa829673,657624,03/08/1993,RP
21599,"Caleb Ferguson",19349,sa829827,657571,07/02/1996,RP
21601,"Paul Dejong",18015,sa829829,657557,08/02/1993,2B/SS/3B
21633,"Gerardo Reyes",16306,sa829912,622103,05/13/1993,RP
21646,"Joshua Fuentes",16885,sa829934,658069,02/19/1993,Util
21655,"Reed Garrett",16866,sa830040,657585,01/02/1993,RP
21665,"J.C. Mejía",20617,sa830122,650496,08/26/1996,RP
21678,"Meibrys Viloria",17109,sa830182,650619,02/15/1997,Util
21708,"Willi Castro",17338,sa830274,650489,04/24/1997,2B/3B/OF
21709,"Yu Chang",14773,sa830276,644374,08/18/1995,Util
21720,"Jose Herrera",17040,sa830295,645444,02/24/1997,C
21725,"Ricardo Sanchez",17581,sa830302,645307,04/11/1997,RP
21742,"Andruw Monasterio",19455,sa830359,655316,05/30/1997,1B/2B/SS/3B
21751,"Eloy Jimenez",17484,sa830373,650391,11/27/1996,OF
21831,"Junior Fernandez",18496,sa831812,658551,03/02/1997,RP
21837,"Edward Olivares",19698,sa832015,658668,03/06/1996,Util
21855,"Adonis Medina",19903,sa832877,658431,12/18/1996,SP/RP
21883,"Aaron Wilkerson",16904,sa834395,658792,05/24/1989,SP/RP
21947,"Josh Taylor",17359,sa842224,657031,03/02/1993,RP
21952,"Dinelson Lamet",17186,sa843182,659275,07/18/1992,RP
21959,"Josh Rogers",18510,sa856202,642028,07/10/1994,RP
21964,"LaMonte Wade Jr.",18126,sa856280,664774,01/01/1994,1B/OF
21968,"Harrison Bader",18030,sa857218,664056,06/03/1994,OF
21969,"Brett Sullivan",18217,sa857232,664954,02/22/1994,C
21978,"Josh Staumont",18335,sa857581,622251,12/21/1993,RP
21985,"Michael Boyle",,sa857604,664082,04/12/1994,Util
21997,"Scott Effross",18384,sa857667,664123,12/28/1993,RP
21999,"Ian Gibaut",17871,sa857671,664139,11/19/1993,RP
22004,"Jake Cronenworth",18036,sa857694,630105,01/21/1994,1B/2B/SS
22005,"Trent Thornton",17948,sa857695,663423,09/30/1993,RP
22006,"Kyle Wilcox",,sa857699,664048,06/14/1994,Util
22017,"Andrew Stevenson",17932,sa857750,664057,06/01/1994,OF
22032,"Joe Mccarthy",18399,sa858039,663411,02/23/1994,Util
22041,"Sam Haggerty",18054,sa858804,664059,05/26/1994,OF
22045,"David Fletcher",17992,sa858824,664058,05/31/1994,2B/3B
22048,"Taylor Ward",17548,sa858832,621493,12/14/1993,OF
22066,"Luke Westphal",,sa869541,661332,06/14/1989,Util
22078,"Robert Suarez",30115,sa869798,663158,03/01/1991,RP
22106,"Carlos Guzman",,sa871477,664346,05/16/1998,RP
22121,"Mauricio Llovera",20080,sa871671,661440,04/17/1996,RP
22134,"Wei-Chieh Huang",17508,sa872084,658791,09/26/1993,RP
22168,"Yonny Hernandez",19432,sa872473,660634,05/04/1998,2B/SS
22172,"Elehuris Montero",20543,sa872477,660707,08/17/1998,Util
22219,"Keibert Ruiz",19610,sa872528,660688,07/20/1998,C
22233,"Leo Rivas",21009,sa872542,660844,10/10/1997,2B/SS
22236,"Jose Suarez",19911,sa872545,660761,01/03/1998,SP/RP
22307,"Angel Tejeda",,sa872757,660568,01/22/1997,Util
22308,"Jorge Guzman",17505,sa872759,660422,01/28/1996,RP
22315,"Pedro Avila",18864,sa872768,658648,01/14/1997,RP
22326,"Oscar Gonzalez",20970,sa872782,660757,01/10/1998,OF
22329,"Francisco Perez",21018,sa872785,660906,07/20/1997,RP
22330,"Vidal Brujan",20536,sa872786,660644,02/09/1998,SS/3B/OF
22331,"Jesus Sanchez",19913,sa872787,660821,10/07/1997,OF
22344,"Oliver Ortega",21025,sa872800,661383,10/02/1996,RP
22347,"Sandro Fabian",19910,sa872803,660758,03/06/1998,Util
22383,"Diego Castillo",19906,sa872839,660636,10/28/1997,3B
22391,"William Contreras",20503,sa872847,661388,12/24/1997,C
22394,"Lorenzo Cedrola",,sa872850,661411,01/12/1998,Util
22407,"Denyi Reyes",20526,sa872864,660593,11/02/1996,RP
22421,"Domingo Robles",,sa872881,660781,04/29/1998,SP/RP
22426,"Framber Valdez",17295,sa873146,664285,11/19/1993,SP
22466,"Robinson Martinez",,sa873188,660822,03/20/1998,RP
22490,"Miguel Yajure",21111,sa873213,664337,05/01/1998,RP
22524,"Brusdar Graterol",20367,sa873310,660813,08/26/1998,RP
22527,"Eduard Bazardo",20997,sa873313,660825,09/01/1995,RP
22528,"Melvin Adon",17522,sa873314,661536,06/09/1994,Util
22537,"Hector Perez",18592,sa873324,660431,06/06/1996,RP
22538,"Jorge Alcala",19459,sa873325,660896,07/28/1995,RP
22559,"Jhoan Duran",21029,sa873347,661395,01/08/1998,RP
22568,"Emmanuel Clase",21032,sa873427,661403,03/18/1998,RP
22569,"Adrian Martinez",21023,sa873428,661309,12/10/1996,RP
22570,"Cristofer Melendez",,sa873429,658667,09/16/1997,RP
22573,"Huascar Ynoa",20468,sa873433,660623,05/28/1998,RP
22576,"Elvin Rodriguez",20962,sa873437,660730,03/31/1998,SP/RP
22611,"Sixto Sanchez",19680,sa873550,664350,07/29/1998,RP
22613,"Yerry De Los Santos",21420,sa873562,660787,12/12/1997,RP
22616,"Cedric Mullins",17929,sa873639,656775,10/01/1994,OF
22617,"Travis Lakins Sr.",18600,sa873678,664042,06/29/1994,RP
22619,"Shea Spitzbarth",18475,sa873695,665661,10/04/1994,RP
22631,"Humberto Mejia",20739,sa873725,650668,03/03/1997,RP
22633,"Eury Ramos",,sa873729,660756,10/10/1997,Util
22648,"Anthony Misiewicz",18152,sa874099,664948,11/01/1994,RP
22651,"Ryan Helsley",18138,sa874172,664854,07/18/1994,RP
22654,"Tyler Stephenson",17988,sa874242,663886,08/16/1996,C
22655,"Josh Naylor",18839,sa874243,647304,06/22/1997,1B
22663,"Estevan Florial",19151,sa874464,664314,11/25/1997,Util
22666,"Nick Plummer",18690,sa874684,663911,07/31/1996,Util
22668,"Michael Soroka",18383,sa874715,647336,08/04/1997,SP/RP
22669,"Nolan Watson",,sa874732,663649,01/25/1997,Util
22670,"Ryan Mountcastle",18373,sa874734,663624,02/18/1997,1B
22671,"Tyler Nevin",17893,sa874752,663527,05/29/1997,Util
22672,"Jake Woodford",18674,sa874753,663765,10/28/1996,SP/RP
22674,"Austin Riley",18360,sa874756,663586,04/02/1997,3B
22675,"Triston Mckenzie",18000,sa874760,663474,08/02/1997,SP/RP
22676,"Peter Lambert",17969,sa874771,663567,04/18/1997,RP
22679,"Tony Santillan",19926,sa874781,663574,04/15/1997,RP
22684,"Juan Hillman",,sa874796,663535,05/15/1997,Util
22685,"Nick Neidert",18699,sa874797,663734,11/20/1996,RP
22688,"Blake Perkins",19921,sa874806,663368,09/10/1996,OF
22689,"Jahmai Jones",18872,sa874807,663330,08/04/1997,OF
22690,"Tanner Rainey",17610,sa874808,663432,12/25/1992,RP
22692,"Taylor Clarke",17611,sa874810,664199,05/13/1993,RP
22694,"Cristian Javier",17606,sa874816,664299,03/26/1997,SP
22696,"Wandisson Charles",,sa874818,664301,09/07/1996,Util
22700,"Travis Blankenhorn",18395,sa874969,663905,08/03/1996,OF
22701,"Bryan Hudson",19924,sa874984,663542,05/08/1997,RP
22702,"Luke Williams",19931,sa874987,663897,08/09/1996,SS/RP
22707,"Nash Walters",25413,sa875001,663534,05/18/1997,RP
22710,"Mark Mathias",18032,sa875006,664029,08/02/1994,Util
22712,"Dakota Reid Chalmers",18698,sa875017,663793,10/08/1996,Util
22713,"Drew Smith",17755,sa875018,622098,09/24/1993,RP
22715,"Trey Cabbage",21078,sa875022,663550,05/03/1997,Util
22718,"Austin Allen",18083,sa875025,664119,01/16/1994,Util
22725,"Bailey Falter",20070,sa875033,663559,04/24/1997,SP
22729,"Thomas Szapucki",21065,sa875054,663378,06/12/1996,RP
22730,"Ryan Mckenna",19928,sa875055,663630,02/14/1997,Util
22736,"Jose Espada",21131,sa875064,664744,02/22/1997,RP
22738,"Chance Adams",18135,sa875066,664856,08/10/1994,RP
22739,"Tyler Gilbert",17964,sa875068,656457,12/22/1993,SP/RP
22742,"Brandon Waddell",18347,sa875075,663399,06/03/1994,SP/RP
22744,"Brendon Davis",18587,sa875089,663478,07/28/1997,Util
22750,"Moises Gomez",,sa875163,664332,08/27/1998,OF
22753,"JT Brubaker",17578,sa875176,664141,11/17/1993,SP/RP
22757,"Dylan Moore",18042,sa875186,664238,08/02/1992,1B/2B/3B/OF
22759,"Jovani Moran",20422,sa875188,663558,04/24/1997,SP/RP
22763,"Logan Allen",18555,sa875192,663531,05/23/1997,RP
22766,"Chris Paddack",20099,sa875195,663978,01/08/1996,SP/RP
22771,"Danny Young",18439,sa875200,664849,05/27/1994,RP
22772,"Donny Sands",18603,sa875201,664848,05/16/1996,Util
22782,"Nathan Lukes",18123,sa875215,664770,07/12/1994,OF
22793,"Gabriel Cancel",,sa875231,663708,12/08/1996,Util
22809,"Phil Maton",18064,sa875251,664208,03/25/1993,RP
22817,"James Naile",18186,sa875263,664942,02/08/1993,RP
22823,"Tyler Cyr",18421,sa875270,664202,05/05/1993,RP
22846,"Tayler Saucedo",17888,sa875298,642048,06/18/1993,RP
22863,"Danny Mendick",18889,sa875320,664901,09/28/1993,Util
22876,"Patrick Sandoval",19447,sa875337,663776,10/18/1996,RP
22890,"Tyler Davis",,sa875355,664895,01/05/1993,Util
22894,"Brett Kennedy",17877,sa875359,664028,08/04/1994,RP
22902,"Art Warren",18251,sa875374,605521,03/23/1993,RP
22920,"Justin Lawrence",17639,sa875567,664875,11/25/1994,RP
22922,"Myles Straw",17620,sa875569,664702,10/17/1994,OF
22924,"Seby Zavala",18887,sa875572,664874,08/28/1993,C
22925,"P.J. Higgins",18433,sa875573,664731,05/10/1993,C/1B/3B
22926,"Alexis Diaz",21132,sa875576,664747,09/28/1996,RP
22939,"Ryan Meisinger",18105,sa875592,664682,05/04/1994,RP
22948,"Curtis Terry",18881,sa875607,663799,10/06/1996,Util
22949,"Cody Stashak",18088,sa875608,664054,06/04/1994,RP
22960,"Max Mcdowell",,sa875626,664120,01/12/1994,Util
22968,"Tyler Phillips",20629,sa875646,663969,10/27/1997,RP
22999,"Nick Dini",18206,sa875718,664926,07/27/1993,Util
23035,"Nick Vespi",21093,sa875778,663989,10/10/1995,RP
23040,"DeMarcus Evans",21087,sa875783,663770,10/22/1996,RP
23052,"Seth Brown",18171,sa875797,664913,07/13/1992,OF
23053,"Emmanuel Rivera",19890,sa875798,656896,06/29/1996,3B
23079,"Ljay Newsome",19942,sa875837,664714,11/08/1996,RP
23091,"Alejo Lopez",21127,sa875851,664670,05/05/1996,2B/3B/OF
23125,"Kyle Garlick",18063,sa875898,664247,01/26/1992,Util
23144,"Jeffrey Springs",17677,sa876019,605488,09/20/1992,SP
23147,"Tyler Payne",21139,sa876024,665066,10/25/1992,Util
23161,"Nick Duron",21092,sa876053,663975,01/30/1996,RP
23168,"Hobie Harris",18615,sa876068,665048,06/23/1993,RP
23201,"Ty France",17982,sa876140,664034,07/13/1994,1B
23311,"Daniel Duarte",17480,sa877364,650960,12/04/1996,RP
23323,"Arquimedes Gamboa",19905,sa877497,660614,09/23/1997,Util
23324,"Jonathan Arauz",20275,sa877498,660620,08/03/1998,Util
23326,"Rodolfo Duran",,sa877500,660710,02/19/1998,C
23327,"Ronald Acuña Jr.",18401,sa877503,660670,12/18/1997,OF
23329,"Juan Yepez",18400,sa877505,660766,02/19/1998,1B
23339,"Enyel De Los Santos",18403,sa877528,660853,12/25/1995,RP
23349,"Alan Rangel",19524,sa877578,660604,08/21/1997,SP/RP
23359,"Hoy Park",18027,sa877610,660829,04/07/1996,Util
23367,"Dauri Moreta",21101,sa877619,664294,04/15/1996,RP
23373,"Luis Gil",21052,sa877821,661563,06/03/1998,SP
23383,"Lachlan Wells",,sa877857,649143,02/27/1997,Util
23453,"Jose Urquidy",18413,sa879512,664353,05/01/1995,SP/RP
23491,"Reiver Sanmartin",19754,sa880982,665665,04/15/1996,RP
23494,"Dermis Garcia",20926,sa881025,660650,01/07/1998,Util
23502,"Antonio Santos",20383,sa881171,665733,10/06/1996,SP/RP
23503,"Angel Felipe",21163,sa881181,665734,08/30/1997,RP
23509,"Ronaldo Hernandez",20906,sa881850,660613,11/11/1997,C
23541,"Bryan Torres",,sa885119,663494,07/02/1997,2B/OF
23544,"Jhon Romero",19940,sa885679,664584,01/17/1995,RP
23545,"Dany Jimenez",21170,sa885967,666204,12/23/1993,RP
23551,"Aaron Whitefield",19938,sa886360,664334,09/02/1996,Util
23566,"Amir Garrett",14375,sa599236,607237,05/03/1992,RP
23569,"John Gant",13684,sa599212,607231,08/06/1992,SP/RP
23570,"James Kaprielian",18331,sa658943,621076,03/02/1994,RP
23572,"Yusniel Diaz",18905,sa912848,666783,10/07/1996,Util
23574,"Andy Ibanez",18819,sa914201,628451,04/03/1993,2B/3B
23576,"Mike Clevinger",12808,sa597956,605182,12/21/1990,SP/RP
23582,"Jeimer Candelario",13621,sa596954,600869,11/24/1993,1B/3B
23583,"Kenta Maeda",18498,sa379502,628317,04/11/1988,SP/RP
23590,"Zack Weiss",15444,sa548466,592848,06/16/1992,RP
23593,"Jimmy Cordero",15690,sa680023,622772,10/19/1991,RP
23594,"Alex Blandino",16271,sa602521,607468,11/06/1992,Util
23598,"Ross Stripling",13273,sa598259,548389,11/23/1989,RP
23599,"Chris Shaw",17738,sa658778,622046,10/20/1993,Util
23601,"Edwin Diaz",14710,sa657938,621242,03/22/1994,RP
23604,"Chris Devenski",12763,sa599312,606965,11/13/1990,RP
23605,"Austin Voth",15047,sa621465,608723,06/26/1992,RP
23606,"Ronald Herrera",15688,sa657806,622703,05/03/1995,RP
23612,"Zach Eflin",13774,sa657853,621107,04/08/1994,SP
23613,"Carlos Estevez",14542,sa598491,608032,12/28/1992,RP
23616,"Nick Wittgren",15594,sa621793,621295,05/29/1991,RP
23619,"Zack Collins",19181,sa738390,641470,02/06/1995,Util
23620,"JT Chargois",13767,sa621373,608638,12/03/1990,RP
23621,"Kyle Lewis",19508,sa857836,641786,07/13/1995,Util
23622,"Brock Stewart",16727,sa550113,592779,10/03/1991,RP
23623,"Nick Senzel",19293,sa873264,669222,06/29/1995,3B/OF
23625,"Cole Ragans",21846,sa917938,666142,12/12/1997,SP
23627,"Riley Pint",21858,sa917922,666207,11/06/1997,RP
23629,"Cal Quantrill",19312,sa738477,615698,02/10/1995,SP
23630,"Anthony Banda",14706,sa599510,607455,08/10/1993,RP
23632,"Will Benson",21853,sa917927,666181,06/16/1998,OF
23634,"C.J. Hinojosa",,sa658616,546994,07/15/1994,Util
23635,"Angel Perdomo",17759,sa658084,622780,05/07/1994,RP
23636,"Duane Underwood Jr.",14677,sa657936,621249,07/20/1994,RP
23639,"Mickey Moniak",19956,sa917920,666160,05/13/1998,OF
23643,"Chad Green",15552,sa550041,643338,05/24/1991,RP
23645,"Matt Thaiss",19318,sa738522,642136,05/06/1995,C
23650,"Ian Anderson",19951,sa917921,666120,05/02/1998,SP/RP
23651,"Teoscar Hernandez",13066,sa596861,606192,10/15/1992,OF
23652,"Zack Burdi",19159,sa856551,641420,03/09/1995,RP
23653,"Nick Solak",19294,sa874054,669256,01/11/1995,1B/OF
23654,"Will Smith",19197,sa873265,669257,03/28/1995,C
23656,"Lucas Erceg",19360,sa872722,668674,05/01/1995,RP
23657,"Max Schrock",17750,sa658670,621011,10/12/1994,Util
23658,"Blake Rutherford",19957,sa917932,666164,05/02/1997,Util
23660,"A.J. Puk",19343,sa738675,640462,04/25/1995,RP
23663,"Kevin Maitan",,sa969045,670867,02/12/2000,1B
23664,"Lazaro Armenteros",,sa969091,670860,05/22/1999,Util
23666,"Victor Garcia",,,0,,Util
23667,"Luis Almanzar",,,0,,Util
23668,"Connor Sadzeck",13483,sa550247,592712,10/01/1991,RP
23669,"Dietrich Enns",13932,sa579749,608650,05/16/1991,SP/RP
23670,"Daniel Palka",14897,sa549449,594953,10/28/1991,Util
23671,"Luis Perdomo",14682,sa597248,606131,05/09/1993,RP
23672,"Adrian Morejon",20039,sa969093,670970,02/27/1999,RP
23675,"Taylor Rogers",13449,sa503168,573124,12/17/1990,RP
23676,"Jay Groome",,sa917925,666130,08/23/1998,Util
23678,"Yuli Gurriel",19198,sa817365,493329,06/09/1984,Util
23679,"A.J. Minter",18655,sa659284,621345,09/02/1993,RP
23682,"Fernando Tatis Jr.",19709,sa919910,665487,01/02/1999,OF
23684,"Jorge Ona",20040,sa974072,671250,12/31/1996,Util
23687,"Shaun Anderson",19453,sa739018,641312,10/29/1994,SP/RP
23688,"German Marquez",15038,sa656016,608566,02/22/1995,SP
23689,"Alex Kirilloff",20325,sa917929,666135,11/09/1997,Util
23690,"Leody Taveras",18900,sa912520,665750,09/08/1998,OF
23691,"Matt Strahm",13799,sa658557,621381,11/12/1991,RP
23693,"Brandon Woodruff",16162,sa597893,605540,02/10/1993,SP
23696,"Eric Lauer",19316,sa738156,641778,06/03/1995,SP/RP
23697,"Taylor Hearn",18325,sa658531,621368,08/30/1994,RP
23698,"Khalil Lee",19952,sa917996,666137,06/26/1998,Util
23700,"Fernando Romero",15885,sa657418,622864,12/24/1994,RP
23701,"Seth Lugo",12447,sa599698,607625,11/17/1989,SP
23705,"Andres Gimenez",19950,sa917114,665926,09/04/1998,2B/SS
23706,"Chase De Jong",15036,sa657960,608328,12/29/1993,RP
23707,"Dakota Hudson",19206,sa738673,641712,09/15/1994,SP/RP
23709,"Cionel Perez",19614,sa954181,672335,04/21/1996,RP
23710,"Joey Wendle",13853,sa658022,621563,04/26/1990,Util
23711,"Adam Plutko",15846,sa548327,592644,10/03/1991,SP/RP
23712,"Matt Manning",20369,sa917924,666159,01/28/1998,SP/RP
23713,"Matt Koch",13420,sa503235,571863,11/02/1990,RP
23714,"Carson Kelly",13620,sa657963,608348,07/14/1994,C
23715,"Ty Blach",14361,sa658009,621389,10/20/1990,SP/RP
23716,"Tirso Ornelas",22566,sa3004048,672359,03/11/2000,OF
23717,"Juan Soto",20123,sa906282,665742,10/25/1998,OF
23718,"Kevin Cron",16211,sa597807,605196,02/17/1993,Util
23720,"Miguel Andujar",15878,sa659185,609280,03/02/1995,3B/OF
23721,"Jacob Barnes",12323,sa579271,606930,04/14/1990,RP
23722,"Lourdes Gurriel Jr.",19238,sa908697,666971,10/10/1993,OF
23723,"Braxton Garrett",21844,sa917923,666129,08/05/1997,RP
23724,"Thyago Vieira",14510,sa596366,600986,01/07/1993,RP
23726,"Dane Dunning",19409,sa738926,641540,12/20/1994,SP/RP
23728,"Norge Ruiz",19580,sa817357,650204,03/15/1994,RP
23732,"Luis Castillo",15689,sa657487,622491,12/12/1992,SP
23733,"Luis F. Castillo",20638,sa657838,622379,03/10/1995,SP/RP
23737,"Cavan Biggio",19252,sa738582,624415,04/11/1995,1B/2B/OF
23741,"Jesus Luzardo",19959,sa917981,666200,09/30/1997,SP
23745,"Adolis García",19287,sa908695,666969,03/02/1993,OF
23746,"Forrest Whitley",19586,sa917930,666215,09/15/1997,SP/RP
23747,"Erick Mejia",15817,sa694960,625510,11/09/1994,RP
23748,"Sal Romano",13690,sa599266,607219,10/12/1993,RP
23750,"Taylor Trammell",19960,sa917943,666211,09/13/1997,OF
23752,"Josh Lowe",19953,sa917926,666139,02/02/1998,OF
23754,"Cody Sedlock",19357,sa874042,642060,06/19/1995,RP
23755,"Bobby Dalbec",19966,sa857701,666915,06/29/1995,3B/OF
23756,"Justin Dunn",19268,sa738718,643290,09/22/1995,SP/RP
23757,"Antonio Senzatela",15488,sa657576,622608,01/21/1995,SP/RP
23758,"Brian Anderson",18289,sa599204,605119,05/19/1993,Util
23760,"Taylor Motter",12399,sa577804,600301,09/18/1989,Util
23761,"Trevor Richards",19309,sa922230,670950,05/15/1993,RP
23762,"Jazz Chisholm Jr.",20454,sa919327,665862,02/01/1998,2B/3B
23763,"Miguel Diaz",18815,sa657924,622766,11/28/1994,RP
23764,"Jose Leclerc",14524,sa597170,600917,12/19/1993,RP
23766,"Patrick Wisdom",13602,sa657868,621550,08/27/1991,Util
23767,"Bo Bichette",19612,sa917949,666182,03/05/1998,SS
23769,"Dylan Covey",14825,sa548176,592229,08/14/1991,RP
23770,"Mitch White",19225,sa917948,669952,12/28/1994,RP
23771,"Carter Kieboom",19958,sa917937,666198,09/03/1997,1B
23774,"Aramis Garcia",16925,sa599195,605244,01/12/1993,C
23775,"Jon Duplantier",19546,sa874168,641541,07/11/1994,RP
23776,"Mario Feliciano",20263,sa917954,666128,11/20/1998,Util
23777,"Jarlin Garcia",18282,sa597438,606424,01/18/1993,RP
23779,"Zac Gallen",19291,sa857550,668678,08/03/1995,SP
23780,"Luis Robert Jr.",20043,sa3003396,673357,08/03/1997,OF
23782,"Yency Almonte",15068,sa658334,622075,06/04/1994,RP
23783,"Kyle Funkhouser",19456,sa827397,608335,03/16/1994,SP/RP
23784,"Austin Slater",16153,sa602692,596103,12/13/1992,OF
23787,"Jakob Junis",13619,sa602414,596001,09/16/1992,RP
23788,"TJ Friedl",19522,sa943754,670770,08/14/1995,OF
23790,"Clay Holmes",13649,sa598167,605280,03/27/1993,SP
23791,"Kyle Wright",19665,sa874117,657140,10/02/1995,SP/RP
23792,"Jo Adell",20220,sa3004837,666176,04/08/1999,OF
23793,"Brent Rooker",19627,sa3003172,667670,11/01/1994,OF
23794,"Shane Baz",22264,sa3004765,669358,06/17/1999,SP
23795,"Yordan Alvarez",19556,sa943524,670541,06/27/1997,OF
23796,"Royce Lewis",20437,sa3004259,668904,06/05/1999,3B
23797,"Austin Beck",,sa3004055,675648,11/21/1998,Util
23798,"Evan White",20078,sa915774,657108,04/26/1996,Util
23799,"Luke Voit",14811,sa502753,572228,02/13/1991,Util
23800,"Johan Camargo",14950,sa657234,622666,12/13/1993,Util
23802,"Adam Haseley",19878,sa915818,656514,04/12/1996,Util
23805,"Austin Hays",19363,sa874219,669720,07/05/1995,OF
23806,"Keston Hiura",20003,sa3004043,669374,08/02/1996,1B
23807,"Matt Carasiti",13276,sa503086,571539,07/23/1991,RP
23808,"Pavin Smith",19892,sa829595,656976,02/06/1996,1B
23809,"Jake Burger",22275,sa915698,669394,04/10/1996,1B
23810,"MacKenzie Gore",22201,sa3005068,669022,02/24/1999,SP
23811,"Tanner Houck",19879,sa829037,656557,06/29/1996,SP
23813,"Corbin Burnes",19361,sa873673,669203,10/22/1994,SP
23814,"Shane Bieber",19427,sa873698,669456,05/31/1995,SP
23816,"Brendan McKay",20186,sa829698,656713,12/18/1995,RP
23817,"Joey Wentz",19962,sa917946,666214,10/06/1997,SP/RP
23818,"JoJo Romero",19574,sa917955,668941,09/09/1996,RP
23820,"Kevin Gowdy",,sa917928,666151,11/16/1997,RP
23822,"Jeter Downs",22202,sa3004615,669023,07/27/1998,Util
23824,"Hunter Greene",22182,sa3005315,668881,08/06/1999,SP
23825,"Bryan Reynolds",19326,sa873683,668804,01/27/1995,OF
23826,"Tomás Nido",13755,sa658115,621512,04/12/1994,C
23828,"Richard Lovelady",19337,sa918199,663992,07/07/1995,RP
23829,"Brent Suter",13942,sa621681,608718,08/29/1989,RP
23830,"Jimmy Herget",17556,sa658965,623474,09/09/1993,RP
23831,"Isaac Paredes",20036,sa920275,670623,02/18/1999,3B
23833,"Daulton Varsho",19918,sa3002838,662139,07/02/1996,OF
23834,"Heliot Ramos",22515,sa3004693,671218,09/07/1999,OF
23836,"Drew Steckenrider",18806,sa621408,608716,01/10/1991,RP
23838,"Paul Sewald",13892,sa658150,623149,05/26/1990,RP
23839,"Paul Blackburn",14739,sa657872,621112,12/04/1993,SP/RP
23840,"Randy Arozarena",19290,sa914549,668227,02/28/1995,OF
23841,"Yairo Munoz",16313,sa657210,622168,01/23/1995,Util
23842,"John Brebbia",12777,sa577972,605154,05/30/1990,RP
23843,"Chris Flexen",13896,sa658306,623167,07/01/1994,SP/RP
23845,"Mitch Garver",15161,sa578988,641598,01/15/1991,C
23847,"Nick Pratto",22117,sa3004138,668472,10/06/1998,1B
23848,"Wander Franco",23667,sa3007033,677551,03/01/2001,Util
23849,"Daniel Flores",,,0,,Util
23850,"Tobias Myers",22191,sa918088,668964,08/05/1998,SP/RP
23852,"Michel Baez",20100,sa968132,673258,01/21/1996,RP
23853,"Abrahan Gutierrez",22470,sa3004263,670868,10/31/1999,C
23855,"Ryan Borucki",16350,sa658266,621366,03/31/1994,RP
23856,"Anthony Santander",14551,sa659463,623993,10/19/1994,OF
23857,"DJ Peters",19348,sa829712,656847,12/12/1995,Util
23858,"Alex Faedo",19874,sa829855,656412,11/12/1995,RP
23859,"Pete Alonso",19251,sa873981,624413,12/07/1994,1B
23860,"John Curtiss",16128,sa599322,595928,04/05/1993,RP
23861,"Ryan Sherriff",12249,sa549863,595411,05/25/1990,RP
23862,"Ryan Noda",23312,sa873960,676116,03/30/1996,1B/OF
23863,"John Hicks",12547,sa546984,543308,08/31/1989,Util
23864,"Jordan Hicks",19618,sa875019,663855,09/06/1996,SP/RP
23865,"JP Sears",23429,sa3004100,676664,02/19/1996,SP
23866,"Pedro Severino",14523,sa599084,600474,07/20/1993,Util
23867,"Logan Warmoth",,sa3004813,657089,09/06/1995,Util
23868,"Brandon Marsh",20202,sa917944,669016,12/18/1997,OF
23869,"Colton Welker",19961,sa917962,666213,10/09/1997,Util
23870,"Nolan Jones",20529,sa917941,666134,05/07/1998,OF
23871,"Sam Carlson",,sa3005015,672277,12/03/1998,RP
24841,"Jesus Cruz",20042,sa3001066,672911,04/15/1995,SP/RP
25611,"Ronald Bolanos",20041,sa3002595,671790,08/23/1996,RP
25629,"Joan Adon",22925,sa3002614,672851,08/12/1998,RP
25649,"Geraldi Diaz",,sa3002635,673145,07/08/2000,Util
25660,"Luis Pacheco",,sa3002678,672376,04/22/1999,RP
25684,"Eduardo Herrera",,sa3002702,672620,01/05/2000,RP
25699,"Luis Gonzalez",20332,sa3002721,670768,09/10/1995,Util
25704,"Alan Trejo",20056,sa3002726,676701,05/30/1996,SS/3B
25716,"Mason McCoy",22232,sa3002758,669200,03/31/1995,SS
25724,"Gabe Morales",,sa3002781,672385,04/14/1999,Util
25726,"Kaleb Ort",20061,sa3002783,672391,02/05/1992,RP
25733,"Gerardo Carrillo",,sa3002790,672629,09/13/1998,RP
25735,"Luis Patino",22815,sa3002792,672715,10/26/1999,SP/RP
25736,"Juan Then",22828,sa3002793,672730,02/07/2000,RP
25754,"Franklin De La Paz",,sa3002811,674221,03/29/1999,Util
25757,"Moises Lugo",,sa3002814,674381,01/20/1999,Util
25761,"Juan Mercedes",,sa3002818,675195,04/03/2000,SP/RP
25784,"Robert Perez Jr.",,sa3002851,672596,06/26/2000,Util
25790,"Tucupita Marcano",22871,sa3002857,672779,09/16/1999,Util
25799,"Freuddy Batista",,sa3002866,673945,12/12/1999,C
25806,"Eric Wagaman",23395,sa3002875,676572,08/14/1997,1B/OF
25808,"Irving Lopez",20463,sa3002878,676761,06/30/1995,Util
25836,"Marco Jimenez",,sa3002926,672380,12/06/1999,RP
25838,"Luis Moreno",,sa3002928,672382,08/03/1998,Util
