Name,Team,POS,ADP,PA,mR,mHR,mOBP,mSLG,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Gabriel Moreno ","ARI","C/DH",179.9600067138672,443,-0.70841407421626,-3.58998001577165,0.860587270166432,-2.75553950145664,-6.19334632127812,11.291176573865666,6.097830252587546,"Gabriel Moreno","22664",672515
"Alec Bohm ","PHI","1B/3B",243.64999389648438,609,-0.451237156247543,-2.10306953124178,-0.0224028037007499,-1.32265391864693,-3.899363409837,8.777554449233964,5.878191039396971,"Alec Bohm","21618",664761
"Miguel Vargas ","CHW","1B/3B",299.70001220703125,602,0.735733234377298,-1.25047377475687,-0.53541707034203,-2.9141512790165,-3.9643088897381,8.777554449233964,5.81324555949586,"Miguel Vargas","20178",678246
"Ryan Jeffers ","MIN","C/DH",301.95001220703125,523,-0.90624247265373,-1.78693847509818,-0.841664751922972,-2.9904562743703,-6.52530197404519,11.291176573865666,5.765874599820479,"Ryan Jeffers","24618",680777
"Jake Burger ","TEX","1B/DH",236.27999877929688,595,-0.352322957028807,2.60673512008389,-5.76550171887785,0.0751530430523485,-3.43593651277043,8.135422368250191,5.699485855479765,"Jake Burger","22275",669394
"Josh Lowe ","LAA","OF",303.510009765625,511,-0.471019996091292,-1.73767129751736,-3.08868901094795,-2.01417422488138,-7.31155452943798,11.814598579229523,5.503044049791535,"Josh Lowe","19953",666139
"Colson Montgomery ","CHW","3B/SS",244.69000244140625,602,0.142248039064877,2.58620712942521,-5.28720272536368,-1.59099331543764,-4.14974087231123,8.595597262135074,5.445856389823845,"Colson Montgomery","29712",695657
"Jordan Beck ","COL","OF/DH",231.75,581,-0.866676792966238,-1.59876528849636,-2.51893543756558,-2.40892921415686,-7.39330673318504,11.814598579229523,5.421291846044484,"Jordan Beck","31431",687597
"Joc Pederson ","TEX","DH",999,420,-0.451237156247543,-0.511466111044573,-0.99414209796741,-1.86784720693932,-3.82469257219884,8.135422368250191,5.310729796051348,"Joc Pederson","11899",592626
"Jeff McNeil ","ATH","2B/OF/DH",477.3800048828125,581,-0.866676792966238,-3.30395680146617,1.46729399934473,-1.73211783313551,-4.43545742822319,8.594590813169399,5.159133384946213,"Jeff McNeil","15362",643446
"Luke Keaschall ","MIN","2B/DH",120.69000244140625,567,0.399424957033593,-4.09907418410679,2.67766394149419,-3.44005293769536,-4.46203822327435,8.594590813169399,5.132552589895046,"Luke Keaschall","33321",807712
"Colt Keith ","DET","1B/2B/3B/DH",473.69000244140625,497,0.00376816015864559,-2.10649080191553,-0.605696356821728,-1.77194068405011,-4.48035968262872,8.594590813169399,5.114231130540687,"Colt Keith","27899",690993
"Royce Lewis ","MIN","3B/DH",185.67999267578125,574,-0.728196914060006,0.561463289638052,-3.27154512442026,-1.23815988562711,-4.67643863446933,8.777554449233964,5.101115814764636,"Royce Lewis","20437",668904
"Spencer Horwitz ","PIT","1B",737.22998046875,497,-0.589717035153775,-3.81168231488534,2.5327788024125,-2.299084340654,-4.16770488828061,8.135422368250191,4.967717479969582,"Spencer Horwitz","26477",687462
"Daylen Lile ","WSN","OF/DH",206.13999938964844,574,-0.530368515622533,-4.12781337102893,-1.40569267716278,-1.87497133120708,-7.93884589502133,11.814598579229523,4.875752684208189,"Daylen Lile","29995",695734
"Chase DeLauter ","CLE","OF",999,497,-0.589717035153775,-2.10649080191553,-2.38736815358919,-2.88636071381506,-7.96993670447354,11.814598579229523,4.844661874755977,"Chase DeLauter","32127",800050
"Marcus Semien ","NYM","2B",261.4700012207031,644,1.92270362500214,-0.397878018271963,-2.45967648606077,-3.8304310191058,-4.7652818984364,8.594590813169399,4.829308914733,"Marcus Semien","12533",543760
"Luis Robert Jr. ","NYM","OF",105.66999816894531,567,0.00376816015864559,0.163904598317744,-4.95807233036633,-3.22151424011374,-8.01191381200368,11.814598579229523,4.802684767225841,"Luis Robert Jr.","20043",673357
"Lourdes Gurriel Jr. ","ARI","OF/DH",681.219970703125,476,-1.36124778905992,-2.02027324114909,-3.11804995978114,-1.61295917831359,-8.11253016830375,11.814598579229523,4.702068410925776,"Lourdes Gurriel Jr.","19238",666971
"Jakob Marsee ","MIA","OF",137.5500030517578,574,0.656601875002308,-3.27521761454403,-0.305396448016649,-5.2177001669216,-8.14171235447995,11.814598579229523,4.672886224749562,"Jakob Marsee","31370",805300
"Mark Vientos ","NYM","3B/DH",611.4500122070312,441,-0.866676792966238,0.254912084673899,-3.82680388531036,-0.714002766445037,-5.15257136004774,8.777554449233964,4.624983089186222,"Mark Vientos","22184",668901
"Jesús Sánchez ","TOR","OF",599.1900024414062,420,-0.649065554685017,-1.79035974577193,-3.53938752192091,-2.23631925572858,-8.21513207810646,11.814598579229523,4.599466501123077,"Jesus Sanchez","19913",660821
"Jung Hoo Lee ","SFG","OF",347.4700012207031,609,-0.846893953122488,-4.66085680069649,0.486646281089952,-3.27282256403805,-8.29392703676709,11.814598579229523,4.520671542462438,"Jung Hoo Lee","33824",808982
"Matt McLain ","CIN","2B/SS",158.88999938964844,623,1.32921842968972,-0.82417589651442,-2.13484942965242,-3.70063044901394,-5.33043734549106,8.595597262135074,4.265159916644013,"Matt McLain","29695",680574
"Trevor Story ","BOS","SS",109.58000183105469,665,1.92270362500214,0.454717738212942,-5.16138766544259,-2.5674057720841,-5.35137207431161,8.595597262135074,4.244225187823464,"Trevor Story","12564",596115
"Ozzie Albies ","ATL","2B",152.30999755859375,630,0.537904835939824,-0.82417589651442,-2.72411398308257,-2.36767172166736,-5.37805676532452,8.594590813169399,4.216534047844874,"Ozzie Albies","16556",645277
"Dansby Swanson ","CHC","SS",149.44000244140625,686,1.92270362500214,0.454717738212942,-3.95906746747884,-3.96049721598785,-5.5421433202516,8.595597262135074,4.053453941883479,"Dansby Swanson","18314",621020
"Austin Hays ","CHW","OF/DH",630.969970703125,483,-0.312757277341313,-1.62271454982879,-4.74034180497463,-2.16678421558898,-8.8425978477337,11.814598579229523,3.972000731495818,"Austin Hays","19363",669720
"JJ Bleday ","CIN","OF",747.6799926757812,350,-0.846893953122488,-1.92926575479293,-3.42974811860726,-2.78671504426517,-8.99262287078784,11.814598579229523,3.8219757084416646,"JJ Bleday","26368",668709
"Andrew Benintendi ","CHW","OF/DH",740.6099853515625,518,-1.40081346874742,-1.7664104844395,-2.42025997458328,-3.43368142266643,-9.02116535043667,11.814598579229523,3.7934332287928814,"Andrew Benintendi","17901",643217
"Dylan Beavers ","BAL","OF",444.4100036621094,371,-0.471019996091292,-3.29437695028673,-1.76713138424921,-3.57270723181395,-9.10523556244115,11.814598579229523,3.709363016788345,"Dylan Beavers","31695",687637
"Trevor Larnach ","MIN","OF/DH",747.5900268554688,399,-1.02493951171622,-2.5567379414904,-2.48839753134541,-3.09189075454866,-9.16196573910069,11.814598579229523,3.6526328401288293,"Trevor Larnach","21501",663616
"Brenton Doyle ","COL","OF",167.1300048828125,595,-0.550151355466281,-0.803647905855741,-5.08809133310711,-2.72083060852285,-9.16272120295195,11.814598579229523,3.651877376277549,"Brenton Doyle","25479",686668
"Evan Carter ","TEX","OF",278.489990234375,476,-0.372105796872554,-3.29916687587645,-1.08185362061833,-4.55781367393571,-9.31093996730301,11.814598579229523,3.5036586119264763,"Evan Carter","27790",694497
"Jonathan India ","KCR","2B/3B/OF/DH",604.1400146484375,497,-0.589717035153775,-3.81168231488534,0.0717140289490154,-5.0254001386945,-9.35508545978461,11.814598579229523,3.4595131194449276,"Jonathan India","21523",663697
"Tommy Edman ","LAD","2B/3B/OF",721.7999877929688,497,0.00376816015864559,-2.10649080191553,-4.25520319177195,-3.10543066497704,-9.46335649850587,11.814598579229523,3.3512420807236505,"Tommy Edman","19470",669242
"Nolan Gorman ","STL","1B/2B/3B/DH",673.030029296875,532,-0.490802835935038,1.58649416765583,-4.73290873680417,-2.61103000615168,-6.24824741123506,8.594590813169399,3.346343401934339,"Nolan Gorman","22263",669357
"Dominic Canzone ","SEA","OF/DH",483.3699951171875,420,-1.04472235155996,-1.36406186752948,-4.55748569150232,-2.51499066986737,-9.48126058045914,11.814598579229523,3.3333379987703933,"Dominic Canzone","26438",686527
"Justin Crawford ","PHI","OF",999,532,0.893995953127277,-5.23427188422342,-0.494137348423805,-4.65099928619328,-9.48541256571321,11.814598579229523,3.3291860135162903,"Justin Crawford","sa3020240",702222
"Noelvi Marte ","CIN","3B/OF",143.0399932861328,490,-0.451237156247543,-2.07775161499338,-3.98971470904523,-2.97941351267754,-9.49811699296374,11.814598579229523,3.3164815862658212,"Noelvi Marte","26517",682622
"Sean Murphy ","ATL","C/DH",744.2899780273438,390,-1.44037914843491,-0.814596045334978,-4.02634958725661,-2.8843062763964,-9.16563105742287,11.291176573865666,3.1255455164427692,"Sean Murphy","19352",669221
"Brice Turang ","MIL","2B",50.220001220703125,651,2.12053202343961,-2.95566528772668,-0.335334314557366,-5.36285817007894,-6.53332574892337,8.594590813169399,3.0612650642460277,"Brice Turang","22186",668930
"J.T. Realmuto ","PHI","C",214.5800018310547,500,-1.24255074999744,-2.11880759631073,-3.45996774724286,-2.44156811054892,-9.26289420409995,11.291176573865666,3.028282369765709,"J.T. Realmuto","11739",592663
"Jackson Holliday ","BAL","2B/SS",197.63999938964844,490,0.537904835939824,-2.50404949323584,-1.18994474269638,-3.54629147793264,-6.70238087792502,8.595597262135074,2.8932163842100476,"Jackson Holliday","31781",702616
"Austin Wells ","NYY","C",252.27000427246094,461,-1.46016198827866,-0.253497756203254,-5.31255538565913,-2.41442845943739,-9.44064358957846,11.291176573865666,2.8505329842872285,"Austin Wells","27562",669224
"Owen Caissie ","MIA","OF",575.760009765625,420,-1.04472235155996,-2.64295550225684,-3.20068232903554,-3.18147003354065,-10.069830216393,11.814598579229523,2.7447683628365214,"Owen Caissie","27496",683357
"JJ Wetherholt ","STL","SS",999,560,0.735733234377298,-3.64403711894219,0.906956085058109,-4.95586509855489,-6.95721289806167,8.595597262135074,2.638384364073398,"JJ Wetherholt","sa3025154",802139
"Harrison Bader ","SFG","OF",521.52001953125,532,-0.688631234372512,-2.25018673652625,-3.3761053743374,-3.92465283275301,-10.2395761779892,11.814598579229523,2.5750224012403535,"Harrison Bader","18030",664056
"Jake Cronenworth ","SDP","1B/2B/SS",740.7899780273438,630,0.340076437502351,-2.52936740948423,0.330180525661644,-5.2129248188713,-7.07203526519153,8.595597262135074,2.523561996943548,"Jake Cronenworth","18036",630105
"Dylan Crews ","WSN","OF",181.83999633789062,476,-0.372105796872554,-2.44657111939154,-3.88162358696719,-3.60286213235593,-10.3031626355872,11.814598579229523,2.511435943642304,"Dylan Crews","33541",686611
"Konnor Griffin ","PIT","SS",999,490,1.72487522656467,-3.35664524972074,-1.95351836988243,-3.60615856769963,-7.19144696073812,8.595597262135074,2.404150301396946,"Konnor Griffin","sa3065496",804606
"Brett Baty ","NYM","2B/3B",291.30999755859375,434,-0.728196914060006,-0.995242363131319,-3.13842955920825,-2.46848640600197,-7.33035524240155,8.594590813169399,2.2642355707678465,"Brett Baty","26123",683146
"Bo Naylor ","CLE","C",626.6599731445312,454,-0.728196914060006,-1.07735432576601,-4.36965651716167,-3.89024068485555,-10.0654484418433,11.291176573865666,2.225728132022427,"Bo Naylor","21865",666310
"Luis Arraez ","SFG","1B/2B/DH",282.6400146484375,623,0.142248039064877,-6.36604831366631,2.27426585063328,-3.49215814199022,-7.44169256595836,8.594590813169399,2.1528982472110325,"Luis Arraez","18568",650333
"Davis Schneider ","TOR","2B/OF",999,322,-0.886459632809988,-2.66690476358926,-2.87684327249109,-4.24261584422603,-10.6728235131164,11.814598579229523,2.141775066113153,"Davis Schneider","23565",676914
"Luis García Jr. ","WSN","2B",254.67999267578125,497,-0.589717035153775,-2.10649080191553,-3.32128567268057,-1.50360128725939,-7.52109479700926,8.594590813169399,2.073496016160139,"Luis Garcia Jr.","20391",671277
"Spencer Steer ","CIN","1B/OF/DH",330.010009765625,385,-1.34146494921618,-2.49925956764611,-3.23004327786873,-3.72540576478494,-10.7961735595159,11.814598579229523,2.0184250197135647,"Spencer Steer","26323",668715
"George Valera ","CLE","OF/DH",747.3099975585938,392,-1.08428803124746,-2.1017008763258,-4.00458084538615,-3.76188790922413,-10.9524576621835,11.814598579229523,1.8621409170459704,"George Valera","22541",671655
"Bryson Stott ","PHI","2B/SS",184.5800018310547,609,-0.25340875781007,-2.95566528772668,-0.701795780396782,-3.82989976552545,-7.74076959145898,8.595597262135074,1.854827670676098,"Bryson Stott","26294",681082
"Isaac Collins ","KCR","OF",659.3599853515625,448,-0.609499874997522,-4.46310376291523,-0.699292666407497,-5.19783301259599,-10.9697293169162,11.814598579229523,1.8448692623132794,"Isaac Collins","25477",686555
"Masyn Winn ","STL","SS",328.489990234375,644,1.92270362500214,-2.52936740948423,-2.80036426987143,-4.36790669305777,-7.77493474741129,8.595597262135074,1.8206625147237836,"Masyn Winn","27479",691026
"Sal Frelick ","MIL","OF",217.30999755859375,511,-0.668848394528765,-5.14805432345698,-0.204738394109068,-4.98922789217718,-11.010869004272,11.814598579229523,1.803729574957528,"Sal Frelick","29622",686217
"Nico Hoerner ","CHC","2B/SS",103.26000213623047,665,1.32921842968972,-5.08715467893895,1.11754524395116,-5.19412017170641,-7.83451117700448,8.595597262135074,1.7610860851305985,"Nico Hoerner","21479",663538
"Christopher Morel ","MIA","OF/DH",999,371,-1.26233358984119,-1.58918543731692,-4.90560654348344,-3.33403575311655,-11.0911613237581,11.814598579229523,1.7234372554714308,"Christopher Morel","21897",666624
"Kyle Teel ","CHW","C/DH",233.27999877929688,373,-0.90624247265373,-3.72888602479265,-1.74536264237875,-4.38062101110698,-10.7611121509321,11.291176573865666,1.53006442293354,"Kyle Teel","33549",691019
"Carter Jensen ","KCR","C/DH",999,401,-1.26233358984119,-2.99124701599632,-2.89149722377564,-3.67093381891201,-10.8160116485251,11.291176573865666,1.4751649253405046,"Carter Jensen","29478",695600
"Josh Smith ","TEX","1B/3B/SS/OF/DH",465.6199951171875,504,-0.728196914060006,-4.26671938004993,-1.12769197286908,-5.41022155080717,-11.5328298177862,11.814598579229523,1.2817687614433178,"Josh Smith","26396",669701
"Caleb Durbin ","BOS","2B/3B",224.1199951171875,560,-0.0555803593725966,-4.07033499718464,-0.0269614340332774,-4.18978433646342,-8.34266112705389,8.594590813169399,1.2519296861154667,"Caleb Durbin","29646",702332
"Gavin Sheets ","SDP","1B/OF/DH",716.1500244140625,490,-2.42952114062228,-1.65145373675092,-4.15807601002528,-3.44695570630463,-11.6860065937032,11.814598579229523,1.128591985526406,"Gavin Sheets","19901",657757
"Cam Smith ","HOU","OF",373.8699951171875,539,-1.02493951171622,-3.1315216799333,-2.70767633797273,-4.90628575500428,-11.7704232846265,11.814598579229523,1.044175294602993,"Cam Smith","35108",701358
"Andrew Vaughn ","MIL","1B/DH",278.260009765625,560,-2.2316927421848,-0.233654093002564,-3.75866632854824,-1.91140920451458,-8.13542236825019,8.135422368250191,1,"Andrew Vaughn","26197",683734
"Edouard Julien ","COL","1B/2B/DH",747.6400146484375,392,-1.28211642968493,-3.80689238929562,0.236173133919503,-3.74175512810835,-8.59459081316937,8.594590813169399,1,"Edouard Julien","27534",666397
"Xander Bogaerts ","SDP","SS/DH",239.50999450683594,609,-0.649065554685017,-3.38196316596914,-0.276927346096101,-4.28764119538482,-8.59559726213507,8.595597262135074,1,"Xander Bogaerts","12161",593428
"Nolan Arenado ","ARI","3B",676.9400024414062,609,-1.44037914843491,-1.25047377475687,-3.33122185484031,-2.75547967120187,-8.77755444923394,8.777554449233964,1,"Nolan Arenado","9777",571448
"Logan O'Hoppe ","LAA","C/DH",245.5500030517578,452,-1.87560162499735,-0.216547373017639,-5.7482286214989,-3.45079895435177,-11.2911765738657,11.291176573865666,1,"Logan O'Hoppe","24729",681351
"Jake Bauers ","MIL","1B/OF/DH",999,287,-1.57885902734115,-2.52320882897854,-4.010465632321,-3.70206509058885,-11.8145985792295,11.814598579229523,1,"Jake Bauers","15194",641343
"Tyler Stephenson ","CIN","C/DH",284.3900146484375,450,-1.44037914843491,-2.33982556796643,-3.22276934849055,-4.40391741417138,-11.4068914790633,11.291176573865666,0.8842850948023856,"Tyler Stephenson","17988",663886
"Jake McCarthy ","COL","OF",586.0599975585938,350,-0.451237156247543,-5.33964878073256,-1.98876410565046,-4.20974003305241,-11.989390075683,11.814598579229523,0.8252085035465493,"Jake McCarthy","21622",664983
"Lane Thomas ","KCR","OF",718.9400024414062,420,-0.649065554685017,-2.64295550225684,-4.81201023389768,-4.25615575465441,-12.3601870454939,11.814598579229523,0.4544115337355882,"Lane Thomas","16939",657041
"Danny Jansen ","TEX","C",999,352,-1.28211642968493,-1.9374769510564,-4.4280601372435,-4.2213738785803,-11.8690273965651,11.291176573865666,0.4221491773005345,"Danny Jansen","16535",643376
"Yoán Moncada ","LAA","3B",744.3400268554688,455,-1.34146494921618,-1.93405568038266,-3.00097748829702,-3.09527573215576,-9.37177385005161,8.777554449233964,0.40578059918235265,"Yoan Moncada","17232",660162
"Carson Benge ","NYM","OF",999,364,-0.728196914060006,-4.11823351984949,-3.11297080638462,-4.50150864630261,-12.4609098865967,11.814598579229523,0.3536886926328019,"Carson Benge","sa3025452",701807
"Dillon Dingler ","DET","C",264.2699890136719,429,-1.81625310546611,-2.67990588544245,-4.46250023947321,-3.39912090225081,-12.3577801326326,11.291176573865666,-0.06660355876691582,"Dillon Dingler","27464",693307
"Pavin Smith ","ARI","1B/DH",999,455,-1.1436365507787,-2.78665143686756,-1.13314245011426,-4.16969582647933,-9.23312626423983,8.135422368250191,-0.09770389598965767,"Pavin Smith","19892",656976
"Luke Raley ","SEA","1B/OF",999,350,-1.44037914843491,-2.78186151127784,-4.36366563769864,-4.37874365821511,-12.9646499556265,11.814598579229523,-0.15005137639698396,"Luke Raley","19354",670042
"Jake Meyers ","HOU","OF",744.3400268554688,469,-1.02493951171622,-4.12302344543921,-2.51385628416905,-5.35734577191286,-13.0191650132373,11.814598579229523,-0.20456643400782148,"Jake Meyers","20308",676694
"Connor Norby ","MIA","3B",726.5399780273438,504,-0.134711718747586,-2.13522998883767,-4.35034778259334,-3.48018568653183,-10.1004751767104,8.777554449233964,-0.32292072747646183,"Connor Norby","29592",681393
"Parker Meadows ","DET","OF",999,420,-0.649065554685017,-3.49555125874174,-4.38912439052228,-4.6839636396303,-13.2177048435793,11.814598579229523,-0.4031062643498122,"Parker Meadows","23800",678009
"CJ Kayfus ","CLE","1B/OF",999,301,-1.46016198827866,-4.28587871579264,-3.69368832009836,-3.87463077788543,-13.3143598020551,11.814598579229523,-0.4997612228255641,"CJ Kayfus","33704",692216
"Rhys Hoskins ","CLE","1B",740.27001953125,399,-1.61842470702864,-1.27784430676305,-3.50649570092682,-3.31069507892046,-9.71345979363898,8.135422368250191,-0.5780374253887701,"Rhys Hoskins","16472",656555
"Jake Fraley ","TBR","OF",999,406,-1.36124778905992,-3.86437076313991,-2.92422990597746,-5.24781079633188,-13.3976592545091,11.814598579229523,-0.5830606752796439,"Jake Fraley","19260",641584
"Wenceel Pérez ","DET","OF",747.6199951171875,371,-1.06450519140371,-3.72067482852918,-4.73526265157811,-3.91124573571972,-13.4316884072308,11.814598579229523,-0.6170898280011998,"Wenceel Perez","22857",672761
"Jordan Walker ","STL","OF",442.3500061035156,532,-2.2712584218723,-2.25018673652625,-4.3942035439188,-4.58133143265859,-13.4969801349759,11.814598579229523,-0.6823815557464179,"Jordan Walker","27475",691023
"Ernie Clement ","TOR","1B/2B/3B/SS",346.760009765625,644,0.735733234377298,-3.38196316596914,-3.98880633135816,-3.73136087426797,-10.366397137218,8.595597262135074,-0.7707998750829035,"Ernie Clement","20352",676391
"Carson Kelly ","CHC","C",632.9099731445312,373,-1.49972766796615,-2.87629026830774,-4.03608352393691,-4.65929242524577,-13.0713938854566,11.291176573865666,-0.7802173115909188,"Carson Kelly","13620",608348
"Nick Castellanos ","SDP","OF",611.25,371,-1.65799038671613,-2.86807907204428,-5.49883627876416,-3.58303924916202,-13.6079449866866,11.814598579229523,-0.7933464074570722,"Nick Castellanos","11737",592206
"Cedric Mullins ","TBR","OF",322.7200012207031,476,-0.767762593747501,-2.44657111939154,-5.07006564845392,-5.34402721714297,-13.6284265787359,11.814598579229523,-0.8138279995064197,"Cedric Mullins","17929",656775
"Paul Goldschmidt ","NYY","1B",747.5800170898438,385,-0.747979753903754,-2.92555744588856,-2.89133808498336,-3.43693358687844,-10.0018088716542,8.135422368250191,-0.866386503403934,"Paul Goldschmidt","9218",502671
"Garrett Mitchell ","MIL","OF",693.9400024414062,385,-0.94580815234123,-4.20445108061593,-3.5707310616794,-4.99902865594489,-13.7200189505814,11.814598579229523,-0.9054203713519124,"Garrett Mitchell","27555",669003
"Joey Loperfido ","HOU","OF",999,427,-1.1832022304662,-3.09799256742143,-4.99331806613437,-4.4817743053721,-13.7562871693941,11.814598579229523,-0.9416885901645691,"Joey Loperfido","29630",694388
"Nathan Lukes ","TOR","OF",999,294,-1.32168210937243,-5.1097352853554,-2.91915075258094,-4.435225770375,-13.7857939176838,11.814598579229523,-0.9711953384542482,"Nathan Lukes","18123",664770
"Chase Meidroth ","CHW","2B/SS",640.7999877929688,560,0.142248039064877,-5.349228631912,2.09341555561955,-7.5129116446425,-10.62647668187,8.595597262135074,-1.0308794197350029,"Chase Meidroth","31580",805367
"Otto Lopez ","MIA","2B/SS",230.33999633789062,609,-1.04472235155996,-3.80826104421159,-1.54955005807285,-4.25797327729151,-10.6605067311359,8.595597262135074,-1.0649094690008436,"Otto Lopez","19608",672640
"Xavier Edwards ","MIA","2B/SS",185.61000061035156,602,-0.0555803593725966,-6.79234619190876,2.09202641317621,-6.02880628017186,-10.784706418277,8.595597262135074,-1.189109156141933,"Xavier Edwards","22266",669364
"Will Benson ","CIN","OF",999,224,-1.32168210937243,-3.96974765964905,-4.75954444701478,-3.99067008189043,-14.0416442979266,11.814598579229523,-1.2270457186971573,"Will Benson","21853",666181
"J.P. Crawford ","SEA","SS",747.6300048828125,616,-0.846893953122488,-3.80826104421159,0.57479211343055,-6.74508634305425,-10.8254492269578,8.595597262135074,-1.2298519648227018,"J.P. Crawford","15491",641487
"Troy Johnston ","COL","1B/OF/DH",747.4400024414062,259,-1.61842470702864,-4.53974147250223,-4.05079052148555,-3.84487431752872,-14.0538310185452,11.814598579229523,-1.2392324393156158,"Troy Johnston","26143",687859
"Heriberto Hernández ","MIA","OF/DH",999,329,-1.61842470702864,-3.12194182875386,-4.58529835909989,-4.7469058090825,-14.0725707039649,11.814598579229523,-1.2579721247353692,"Heriberto Hernandez","24878",681715
"Rob Refsnyder ","SEA","OF/DH",999,266,-1.5590761874974,-4.14218278118192,-3.80722991942157,-4.8463743941056,-14.3548632822064,11.814598579229523,-1.5402647029769532,"Rob Refsnyder","13770",608701
"Colby Thomas ","ATH","OF",747.6900024414062,245,-1.53929334765365,-3.62966734217302,-5.72635378710026,-3.52317215939504,-14.418486636322,11.814598579229523,-1.6038880570924463,"Colby Thomas","31855",687515
"Andrés Giménez ","TOR","2B/SS",388.1700134277344,595,-0.747979753903754,-2.935137297068,-2.71318980105892,-4.82013572475108,-11.2164425767818,8.595597262135074,-1.6208453146466923,"Andres Gimenez","19950",665926
"Josh Jung ","TEX","3B/DH",628.6599731445312,553,-1.49972766796615,-1.05751066256533,-5.69971807688966,-3.18854988667673,-11.4455062940979,8.777554449233964,-1.6679518448638926,"Josh Jung","26299",673962
"Zach Cole ","HOU","OF",740.8400268554688,322,-1.28211642968493,-3.09320264183172,-5.9311377812353,-4.4219514867368,-14.7284083394888,11.814598579229523,-1.9138097602592343,"Zach Cole","31583",805904
"Victor Caratini ","MIN","C/1B/DH",679.9299926757812,400,-2.42952114062228,-3.8397371743495,-2.56268510636285,-5.43118233053966,-14.2631257518743,11.291176573865666,-1.9719491780086167,"Victor Caratini","14968",605170
"Griffin Conine ","MIA","OF",999,371,-1.8558187851536,-2.86807907204428,-5.07595043538877,-5.08526722846148,-14.8851155210481,11.814598579229523,-2.0705169418186125,"Griffin Conine","21626",665052
"Ryan McMahon ","NYY","3B",730.1599731445312,490,-1.44037914843491,-1.22515585850847,-4.32841990193061,-5.10838654699909,-12.1023414558731,8.777554449233964,-2.324787006639121,"Ryan McMahon","15112",641857
"Marcelo Mayer ","BOS","2B/3B",615.2100219726562,427,-0.589717035153775,-3.09799256742143,-4.73879352373902,-3.50668998267653,-11.9331931089907,8.594590813169399,-2.338602295821359,"Marcelo Mayer","29668",691785
"Starling Marte ","KCR","OF/DH",999,273,-1.49972766796615,-5.02351772458897,-3.81819385975293,-4.85318862045149,-15.1946278727596,11.814598579229523,-2.3800292935300136,"Starling Marte","9241",516782
"Carlos Narváez ","BOS","C",432.9200134277344,423,-1.69755606640363,-3.50786805313695,-3.93259413887856,-5.77133256054712,-14.9093508189663,11.291176573865666,-2.6181742451005885,"Carlos Narvaez","19722",665966
"Edgar Quero ","CHW","C/DH",489.7099914550781,475,-2.92409213671596,-4.14765703422962,-1.77113967278695,-6.07939070686595,-14.9222795505985,11.291176573865666,-2.6311029767328225,"Edgar Quero","28022",700337
"Jordan Lawlar ","ARI","2B/3B/DH",267.1300048828125,504,-0.332540117185059,-3.84042150180748,-3.24806896252192,-4.85314434931979,-12.2741749308342,8.594590813169399,-2.6795841176648465,"Jordan Lawlar","29976",691783
"Everson Pereira ","CHW","OF",999,217,-1.38103062890367,-3.9410084727269,-5.51215413386946,-4.78013578930969,-15.6143290248098,11.814598579229523,-2.7997304455802046,"Everson Pereira","23695",677592
"Denzel Clarke ","ATH","OF",740.72998046875,420,-0.846893953122488,-4.34814701522665,-4.982354125803,-5.44024363795406,-15.6176387321062,11.814598579229523,-2.8030401528766817,"Denzel Clarke","29858",672016
"Joey Ortiz ","MIL","SS",744.22998046875,630,0.142248039064877,-3.80826104421159,-3.48967020119391,-5.32285823463756,-12.4785414409782,8.595597262135074,-2.8829441788430987,"Joey Ortiz","25493",687401
"Jahmai Jones ","DET","OF/DH",999,133,-1.49972766796615,-5.30132974263098,-4.36248868031167,-4.58102153473671,-15.7445676256455,11.814598579229523,-2.9299690464159864,"Jahmai Jones","18872",663330
"Matt Vierling ","DET","OF",999,280,-1.63820754687239,-4.62595903326866,-4.59273142727035,-4.90953791921628,-15.7664359266277,11.814598579229523,-2.951837347398156,"Matt Vierling","21558",663837
"Alan Roden ","MIN","OF",999,217,-1.57885902734115,-5.64619998569671,-3.47595779470666,-5.13827582075088,-15.8392926284954,11.814598579229523,-3.024694049265875,"Alan Roden","31564",702176
"Jared Triolo ","PIT","1B/2B/3B/SS",733.280029296875,518,-1.20298507030995,-4.75049563213668,-0.979275961626483,-5.78172440814996,-12.7144810722231,8.595597262135074,-3.118883810087996,"Jared Triolo","25807",669707
"Miguel Andujar ","SDP","3B/OF/DH",733.489990234375,357,-1.77668742577862,-4.08949433292735,-3.61105595084395,-3.51007496028363,-12.9873126698336,8.777554449233964,-3.2097582205995767,"Miguel Andujar","15878",609280
"Masataka Yoshida ","BOS","OF/DH",747.3300170898438,175,-2.13277854296607,-5.47376486416384,-3.91922323750916,-4.5612429226745,-16.0870095673136,11.814598579229523,-3.272410988084057,"Masataka Yoshida","31837",807799
"Miguel Amaya ","CHC","C",740.7100219726562,291,-2.05364718359108,-4.24482273447529,-4.5621404747861,-4.73088190280404,-15.5914922956565,11.291176573865666,-3.3003157217908416,"Miguel Amaya","21693",665804
"Nick Gonzales ","PIT","2B/SS",999,420,-1.63820754687239,-4.7744448934691,-3.11451908762023,-3.38067283037704,-12.9078443583387,8.595597262135074,-3.312247096203679,"Nick Gonzales","27490",693304
